,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,target
10232,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,never,4~8,1~3,4~8,less1,0,0,0,,0
581,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,31,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,4~8,gt8,gt8,1~3,less1,1,0,0,,1
8357,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,26,Unmarried partner,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,4~8,1~3,0,0,0,,0
7559,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,1,0,0,,0
9283,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3,0,0,1,,0
4165,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,50plus,Married partner,0,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,4~8,never,1,1,0,,0
11344,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,31,Single,0,Associates degree,Unemployed,Less than $12500,less1,less1,less1,1~3,less1,0,0,0,,1
11853,No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,,0
11985,No Urgent Place,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,1,0,0,,1
9588,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0,,0
8441,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Male,41,Married partner,1,Associates degree,Farming Fishing & Forestry,$25000 - $37499,never,never,never,1~3,never,1,0,0,,0
1558,Home,Alone,Sunny,55,6PM,Bar,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,1~3,1~3,1~3,0,0,1,,1
11376,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,1,,1
5401,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,1~3,1~3,1~3,1~3,1~3,1,0,0,,1
11391,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Male,50plus,Married partner,0,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,less1,less1,less1,less1,less1,0,0,0,,0
9240,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,0,0,,0
12547,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,26,Married partner,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,never,less1,1~3,1~3,never,1,0,0,,0
1038,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,50plus,Unmarried partner,0,Bachelors degree,Retired,$100000 or More,never,never,1~3,gt8,never,1,0,0,,0
3977,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,,0
10131,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,26,Married partner,0,Some college - no degree,Office & Administrative Support,$75000 - $87499,never,never,1~3,4~8,less1,1,1,0,,0
12386,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Unemployed,$12500 - $24999,1~3,less1,4~8,1~3,less1,0,0,1,,0
8153,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Female,46,Unmarried partner,0,Graduate degree (Masters or Doctorate),Unemployed,$100000 or More,never,less1,less1,1~3,less1,1,0,0,,1
4779,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,1,,0
1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,,4~8,1~3,0,0,0,,0
4873,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,never,1~3,4~8,1~3,less1,1,0,0,,1
10217,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,1,0,,0
5727,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,1~3,less1,0,0,0,,0
9895,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,36,Divorced,0,Associates degree,Computer & Mathematical,$12500 - $24999,less1,4~8,1~3,less1,less1,1,0,1,,0
6747,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Unemployed,$75000 - $87499,1~3,4~8,less1,less1,never,1,1,0,,1
3246,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,0,0,,1
11001,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,less1,less1,1~3,less1,less1,1,0,1,,1
5131,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Student,$50000 - $62499,less1,never,4~8,less1,never,0,0,0,,0
6595,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,0,0,,0
7423,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,26,Single,0,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,less1,4~8,1~3,never,1,0,0,,1
3115,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,50plus,Unmarried partner,1,Some college - no degree,Installation Maintenance & Repair,$12500 - $24999,4~8,less1,1~3,1~3,less1,0,0,0,,0
2120,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Single,0,Some college - no degree,Life Physical Social Science,Less than $12500,less1,1~3,4~8,gt8,less1,1,0,0,,0
6388,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,31,Single,0,High School Graduate,Unemployed,$12500 - $24999,never,never,1~3,1~3,1~3,1,0,0,,1
5601,Home,Alone,Sunny,80,10PM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,never,less1,gt8,1~3,never,1,0,1,,1
1076,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,31,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$75000 - $87499,less1,1~3,gt8,4~8,1~3,0,0,0,,1
9996,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,36,Divorced,1,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,less1,never,0,0,0,,0
3359,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,50plus,Divorced,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,,,,,,0,0,0,,0
5895,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$87500 - $99999,less1,1~3,1~3,4~8,4~8,0,0,0,,1
11183,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,never,gt8,gt8,gt8,less1,0,0,0,,1
9190,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,never,less1,less1,less1,0,0,0,,1
3009,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1,1,0,0,,1
9743,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,1,0,,1
4478,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,never,less1,1~3,4~8,never,0,0,0,,0
3435,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,Associates degree,Office & Administrative Support,$37500 - $49999,4~8,less1,1~3,4~8,1~3,1,0,0,,1
10841,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,1~3,gt8,4~8,1~3,less1,0,0,0,,0
12006,No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,4~8,1~3,4~8,1~3,less1,1,0,0,,1
10710,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,41,Single,1,Bachelors degree,Healthcare Support,$75000 - $87499,less1,less1,1~3,1~3,less1,1,0,1,,0
3557,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Student,Less than $12500,gt8,4~8,4~8,4~8,1~3,1,0,0,,0
7079,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,26,Married partner,0,Associates degree,Building & Grounds Cleaning & Maintenance,$37500 - $49999,less1,less1,1~3,1~3,less1,0,0,1,,1
1333,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,never,less1,1~3,1~3,1~3,0,0,0,,0
622,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,21,Married partner,1,Some college - no degree,Student,$25000 - $37499,never,gt8,1~3,gt8,1~3,1,0,0,,1
1831,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,41,Single,0,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,less1,1~3,1~3,less1,never,0,0,0,,1
6006,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3,1,0,0,,1
2193,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Sales & Related,$12500 - $24999,1~3,less1,1~3,1~3,less1,0,0,0,,0
10714,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,41,Single,1,Bachelors degree,Healthcare Support,$75000 - $87499,less1,less1,1~3,1~3,less1,0,0,1,,1
1289,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,never,4~8,4~8,1~3,less1,0,0,0,,1
905,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,31,Unmarried partner,1,Associates degree,Education&Training&Library,$50000 - $62499,never,never,4~8,,never,1,0,0,,1
5307,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$75000 - $87499,1~3,less1,4~8,1~3,1~3,0,0,0,,0
8468,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Personal Care & Service,$87500 - $99999,never,gt8,less1,1~3,less1,1,0,0,,1
6286,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,1~3,0,0,0,,1
5776,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,41,Single,1,Associates degree,Sales & Related,$25000 - $37499,less1,less1,4~8,4~8,1~3,0,0,1,,1
5789,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Management,$25000 - $37499,4~8,less1,1~3,4~8,1~3,0,0,0,,0
9522,Home,Partner,Sunny,55,10PM,Bar,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,1,0,,0
9586,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,,0
1205,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,1~3,,4~8,4~8,,1,0,0,,0
11102,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,never,4~8,4~8,4~8,never,0,0,0,,1
3730,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3,1,0,0,,1
7146,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,,0
10097,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,never,less1,4~8,1~3,1~3,1,0,1,,0
12055,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3,1,0,1,,1
4320,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Protective Service,$25000 - $37499,1~3,never,4~8,1~3,1~3,0,0,1,,0
7705,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,50plus,Married partner,0,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,less1,less1,less1,1~3,1~3,1,1,0,,1
11454,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Female,41,Married partner,1,Some college - no degree,Education&Training&Library,$100000 or More,never,gt8,gt8,gt8,4~8,0,0,0,,0
6785,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,less1,0,0,0,,1
5902,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Female,21,Married partner,1,Some college - no degree,Unemployed,$87500 - $99999,less1,1~3,1~3,4~8,4~8,1,0,0,,0
2323,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,4~8,1~3,1~3,4~8,1~3,1,0,0,,1
1797,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Male,36,Unmarried partner,1,Some college - no degree,Unemployed,$87500 - $99999,1~3,less1,4~8,1~3,less1,0,0,0,,1
406,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,21,Single,0,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8,0,0,1,,0
4840,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,0,0,1,,0
355,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$100000 or More,less1,1~3,4~8,4~8,4~8,1,0,0,,0
5920,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,21,Single,0,Some college - no degree,Student,Less than $12500,gt8,gt8,1~3,less1,never,1,0,0,,0
1954,Home,Alone,Sunny,55,6PM,Bar,1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,less1,4~8,4~8,1~3,less1,0,0,1,,1
649,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,1~3,1~3,1~3,never,1,1,0,,0
8066,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,21,Single,0,Bachelors degree,Management,$25000 - $37499,4~8,never,4~8,gt8,1~3,1,0,0,,1
396,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8,1,0,0,,1
10196,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Widowed,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,never,1~3,4~8,less1,0,0,1,,0
4485,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,never,less1,1~3,4~8,never,1,0,0,,0
9365,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$37500 - $49999,never,never,never,less1,less1,1,0,0,,1
831,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,50plus,Married partner,1,Bachelors degree,Retired,$87500 - $99999,never,never,less1,1~3,less1,0,0,0,,0
7724,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Unemployed,$100000 or More,never,4~8,gt8,4~8,less1,1,1,0,,1
4455,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,less1,gt8,4~8,1~3,less1,1,0,0,,1
9002,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,,1
898,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,21,Single,0,Bachelors degree,Office & Administrative Support,$37500 - $49999,1~3,less1,4~8,1~3,less1,1,0,0,,1
3075,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,0,0,,0
7427,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,26,Single,0,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,less1,4~8,1~3,never,1,0,1,,1
5577,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,less1,less1,less1,1~3,less1,0,0,0,,0
2126,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Life Physical Social Science,Less than $12500,less1,1~3,4~8,gt8,less1,1,0,0,,1
10517,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,4~8,1~3,4~8,1~3,1,0,1,,0
3220,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,,0
10211,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,0,0,0,,1
1932,Home,Alone,Sunny,55,6PM,Bar,1d,Female,31,Single,0,Bachelors degree,Transportation & Material Moving,$25000 - $37499,less1,1~3,4~8,gt8,less1,0,0,1,,0
3267,Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1,1,1,0,,0
564,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,0,0,1,,0
5621,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,26,Single,0,Associates degree,Management,$37500 - $49999,4~8,1~3,4~8,1~3,less1,0,0,1,,1
8333,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1,1,0,1,,1
6839,Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,never,less1,less1,1~3,less1,1,1,0,,0
3264,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,less1,less1,1,0,0,,1
11125,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,50plus,Single,0,Bachelors degree,Management,$100000 or More,1~3,4~8,4~8,1~3,less1,1,0,0,,1
11094,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,50plus,Divorced,1,Some college - no degree,Production Occupations,$37500 - $49999,1~3,4~8,4~8,gt8,4~8,0,0,1,,1
5710,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,4~8,1~3,4~8,4~8,1~3,0,0,1,,1
11231,Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,never,never,1~3,less1,never,0,0,1,,0
2934,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,31,Divorced,1,High School Graduate,Business & Financial,$25000 - $37499,1~3,less1,1~3,less1,4~8,1,0,0,,1
11636,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3,1,0,0,,1
7952,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,4~8,4~8,gt8,4~8,0,0,0,,0
2202,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,21,Single,0,Bachelors degree,Sales & Related,$12500 - $24999,1~3,less1,1~3,1~3,less1,0,0,1,,1
11110,No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,never,4~8,4~8,4~8,never,1,0,0,,1
5929,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Student,Less than $12500,gt8,gt8,1~3,less1,never,0,0,1,,0
178,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,0,,0
7704,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,50plus,Married partner,0,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,less1,less1,less1,1~3,1~3,1,1,0,,0
8297,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,21,Single,0,Associates degree,Computer & Mathematical,$37500 - $49999,never,less1,1~3,less1,less1,0,0,1,,1
7987,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Male,36,Married partner,1,Bachelors degree,Business & Financial,$75000 - $87499,less1,less1,4~8,1~3,1~3,1,0,0,,1
5035,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$12500 - $24999,less1,1~3,gt8,gt8,1~3,1,0,0,,1
3050,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,gt8,4~8,gt8,less1,1,0,0,,0
3843,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,50plus,Married partner,1,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,less1,1~3,never,1,0,0,,0
4501,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,1~3,gt8,4~8,gt8,1~3,0,0,0,,0
8616,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,0,0,0,,1
9508,Work,Alone,Rainy,55,7AM,Bar,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,less1,never,1~3,less1,less1,1,1,0,,0
1334,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,never,less1,1~3,1~3,1~3,1,0,0,,1
577,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,31,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,4~8,gt8,gt8,1~3,less1,0,0,0,,1
7604,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,0,0,,1
3748,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,26,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,less1,less1,1~3,less1,1~3,1,0,0,,0
11997,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,0,0,1,,0
5069,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,36,Married partner,0,Some college - no degree,Healthcare Practitioners & Technical,$25000 - $37499,never,gt8,4~8,less1,less1,0,0,0,,1
1819,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,50plus,Married partner,1,Bachelors degree,Retired,$50000 - $62499,never,less1,4~8,1~3,less1,0,0,0,,0
4916,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,4~8,4~8,never,0,0,1,,1
4207,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,less1,less1,gt8,gt8,4~8,0,0,0,,1
8595,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,1,0,0,,1
4544,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,46,Married partner,1,Some college - no degree,Personal Care & Service,$37500 - $49999,never,less1,less1,1~3,less1,1,0,0,,0
